	Sample_N1	Sample_N7	Sample_N13	Sample_N19	Sample_N25	Sample_N31	Sample_N37	Sample_N43	Sample_N2	Sample_N8	Sample_N14	Sample_N20	Sample_N26	Sample_N32	Sample_N38	Sample_N44	Sample_N3	Sample_N9	Sample_N15	Sample_N21	Sample_N27	Sample_N33	Sample_N39	Sample_N45	Sample_PC1	Sample_PC7	Sample_PC13	Sample_PC18	Sample_PC21	Sample_PC27	Sample_PC31	Sample_PC36	Sample_N4	Sample_N10	Sample_N16	Sample_N22	Sample_N28	Sample_N34	Sample_N40	Sample_N46	Sample_PC2	Sample_PC8	Sample_PC14	Sample_PC19	Sample_PC22	Sample_PC28	Sample_PC32	Sample_N5	Sample_N11	Sample_N17	Sample_N23	Sample_N29	Sample_N35	Sample_N41	Sample_N47	Sample_PC3	Sample_PC9	Sample_PC15	Sample_PC20	Sample_PC23	Sample_PC29	Sample_PC33	Sample_N6	Sample_N12	Sample_N18	Sample_N24	Sample_N30	Sample_N36	Sample_N42	Sample_N48	Sample_PC4	Sample_PC10	Sample_PC16	Sample_PC24	Sample_PC30	Sample_PC34	Sample_N50	Sample_PC5	Sample_PC11	Sample_PC17	Sample_PC25	Sample_PC35	Sample_N49	Sample_PC6	Sample_PC12	Sample_PC26
hsa-miR-22-5p|miRNA|hsa-miR-22-5p|hsa-miR-22-5p|hsa-miR-22-5p|0|22	-1.2288598256994192	-0.7636293001410156	-1.0690689237369542	-0.6621525633786788	-0.3334572285692963	-2.9335795004319585	-1.8720730396617093	-1.414187807093994	-0.4596911248731031	-0.9627149764205708	-0.4539050969940912	0.11707464473618936	-0.04846486503992353	-0.002972574588054303	0.07384769297993957	-1.4427525510775594	-0.5037466640541406	-0.7706486190750566	-0.1488939983861076	0.030807584759479836	-0.31802572077535174	0.020079688572587014	-0.5631781283435358	-0.5259129619570331	1.3641465605558278	0.40743842175055583	1.2607951945971698	0.6466485803159457	-0.008681688007424079	1.2708869558974123	0.18149700618343417	0.9601416922031112	-0.12356311696618569	-0.42724669373820645	-0.8007201620572206	-0.679072345396268	0.21109328224645085	-0.9630270756778024	0.1602671320552457	0.03280037862688647	1.6718249980462496	-0.36623270084492365	-0.0076242063513841185	-0.41369932972340034	0.1515479883810694	0.9491983437427401	0.5798916599775044	0.28243384442167135	0.5534727502957624	0.13299234688559158	0.592513605239348	-0.18098857179468203	0.5473389797190423	-0.32131825652526674	-0.4483710060099724	0.9862801607933247	0.4745174565998208	0.880232497833193	0.01890477148942409	-0.15856833371687012	1.0321048703978641	-0.5169750977708474	-0.15991961954791903	0.11135618823615716	1.5450103034007752	0.665974300752481	0.0029725745880480273	-0.12121799223248503	0.36359297835127474	-0.15632937029806424	0.4549831033985153	0.03163933777807323	0.7835235242548229	1.6708349191648248	-0.3965389341897731	0.5250045892294787	-0.7723614699949969	-1.351749744945269	1.1555546867882995	0.21057167899824653	0.9154506466306676	-1.2041397268905292	-0.2571979728214839	-0.5575966859057644	0.5908580345703759	1.8263059539762498
hsa-miR-32-5p|miRNA|hsa-miR-32-5p|hsa-miR-32-5p|hsa-miR-32-5p|0|22	-0.32696544163823754	-0.4596461631457516	-0.19970841184964996	-0.4521135001569566	0.214087807722843	-1.270670866255163	-1.4501039637645547	-1.0654324052479431	-0.6767885660340786	-1.7819394806706421	-0.2722558520285479	0.7472323570627978	1.1626937105071828	0.6603372586506623	-0.2658108260649794	-2.8900248121025367	0.2762409038604673	-0.4201345306756118	0.3772011613687002	1.0404226841725064	0.8113737322267074	-1.8063991979247231	-0.549980702094349	-0.45888246291360496	0.2970167977118367	-0.8761652386187415	0.29233416323671707	0.6025449404253852	-0.9082206204396734	1.3165721835391335	0.4025814805568428	0.030349378295900096	-0.20075508146815077	-0.15798328981823984	-0.032947677291979185	0.5047642910436939	0.9455726266874718	-0.8760549080739863	-2.343959233607618	0.04946675771374031	1.7020735100277167	0.5149957611890479	0.10000928889586176	0.20708329871910577	-0.05762018424872454	-0.33040487254344136	1.252405083607616	-0.5461104722227633	-0.5631242113824568	0.3964858457850979	0.6841694481026246	0.6834377191209059	0.41734747904453146	-0.5579884581442042	-0.25754448399315616	1.3346439736583493	0.9259150300669704	-1.1263899905909773	0.5993337428217002	-0.0804278467804607	0.7171702970804664	0.47120495547830554	0.5484266147873026	-0.13497536571749355	0.2749407305651786	0.445291640755032	0.5481663846265027	0.3190029799284581	-0.03034937829590198	-0.031112594072144933	-1.5742339709004087	0.8391846958104046	-0.8323017808284079	-0.9220692008721981	-0.1514876484881368	0.7120151356848053	-0.29456795098239286	-2.4072269423897947	1.8389192115811142	-0.28352225168988326	0.5176798937696264	-0.44634285838596205	0.5125142221322893	-0.5284139026329985	0.448830793182911	1.1791008271331938
hsa-miR-410-3p|miRNA|hsa-miR-410-3p|hsa-miR-410-3p|hsa-miR-410-3p|0|21	-0.0728056190626008	-0.6077624796256302	-0.9121119021337051	-0.19574236181488835	-0.2509715387919222	-1.9113403602506676	-1.0662469631106848	-1.029571525002317	-0.6564455520442111	-2.0385406087201194	-0.32306968546992976	-0.7637204253923522	0.302675977031197	-0.06795648668535754	-0.07389600134936787	-3.170021374299815	-0.38285068496582875	-0.4220038804049243	-0.1153525055876048	-0.38136668514952643	0.06339624657327102	-0.5053104830567023	-0.1980368438339185	-0.6394503426882323	0.7138534784377235	-0.5326985597258626	0.849486261870805	0.49579869736257637	-0.20675036913864203	0.3579365162803734	0.16080737634176762	0.27314732332802066	-0.040239817175987826	-0.7085173476793348	-1.3549986721782108	-0.5355058676749053	1.5735500624198007	-1.4988106899226612	-1.9593303700765459	0.1639514234507427	1.7304798336969613	0.2069528524092265	0.3674245500860413	0.7168827649018709	0.43316428996226436	1.3455489654890334	1.3915160504836988	0.1783886461314579	0.18732894354222956	0.6783560046520993	0.23570225002129494	-0.02672881149220255	-0.35284240316689314	-0.5485154758096917	0.19092048153031085	0.5961129057806464	1.401631006408485	-0.16373600414312334	1.2349842614364943	-0.18225728788877757	0.8097533330667995	0.11415648008606004	1.0499916555563895	-0.40371982523611066	0.9126606420676464	0.026728811492208914	0.47004177661175955	-0.738419690676268	-0.7228787227466462	-0.7008119297488179	-1.580434166606739	0.4033212711407754	0.25379813342678187	0.634167350632965	0.15735849700115234	1.5968981782202165	0.11984988458878797	-2.7692761248904376	1.0072278308905436	0.520686491308618	0.8526145357065313	-0.4336839586572486	0.45065850741414304	-0.5737362803502051	0.3926107950163477	1.3227779921308886
13021|tRNA|13021|peak_28|13021|20|73	-0.10796558795987764	1.5296586459156611	0.49510107305058915	1.015477396533324	0.4182884848054879	1.1037734551965654	0.9774546628174485	0.7671965941775254	0.5141623154749708	0.27267742786994625	-0.5789346516786499	-1.1557409209444802	-0.8035726960888377	-0.04191956716614723	0.622299171019566	1.0973910367657982	0.5007273263717992	0.3325500594011079	-0.38530561195970114	-1.4988500612088342	0.014784555251197228	0.8502494606310494	-0.130912347412177	0.05066065394382225	-0.16334910043139958	1.150470984800284	1.501696934701573	-1.3675899901692337	0.19756288395899582	0.4658964869397915	0.550407631248629	1.0585301220807943	0.11269028744571674	-0.404306939936233	-0.1989026111508796	-0.3438127379074734	-1.0968011642339295	0.4719878291118593	0.41910934701692815	-0.3515663196755908	-2.315634461119357	0.5567343965359348	0.41534620399808153	-0.6470649203771767	-0.8407870426784799	0.2828289384902485	-0.5446449511209611	0.670958614734644	-0.32255332262314274	-1.1230517890698581	-0.8263175656080708	-1.400269019284018	0.5178036466888909	0.5834114404661426	-0.4308982487754051	-0.2121610245431243	-1.7321088075280402	1.2051590059997819	-0.47448178883869496	0.5748632084450493	-0.3738780381098537	-0.20403352354906001	-0.26970167806117235	-0.3330360118297549	-0.7486253476192378	-0.13454469812327846	-0.07321338866014813	0.40854650918194213	-0.38495400253776896	-2.6146898026238663	0.25486209063167575	0.4623543659524057	-0.6295389842987742	1.4973266894868493	-0.7205086868140075	-0.8371528343658468	-0.014784555251195184	0.7383827433348713	-0.8907709830558292	-0.3112746703123333	0.04371798598861762	1.0028562597929367	0.5426175793398723	0.1653528417409307	0.7174933106725334	-0.6945407259256939
21326|tRNA|21326|peak_89|21326|20|73	0.25401047437313545	0.998851801021075	-0.1377206511617709	0.0005077503451149305	0.6190678362692127	0.9435306029792135	1.1756878166679172	0.5283939734131406	0.725004203953842	0.316201362825012	-0.21547329542545043	-1.4039981600489781	-1.3052331334147613	0.4569716635370403	0.5436097574926761	1.0651452432974777	0.43530696610320074	0.49370780300421735	-0.4907702426503122	-1.2768577772966043	-0.11443789438585832	0.5088714879352584	0.3886121777004016	-0.15915019104990089	0.07417306462212296	0.9422094525320179	1.3894789607256424	-1.501293765140234	0.5551282666488148	0.48056664905454854	0.34562986013582725	0.9426904939029123	-0.25381165164885905	-0.5929098874374148	-0.14153477471740186	-0.17702674584769884	-0.5275612859841448	0.8322896783505407	0.05673707456066047	-0.11974539417924474	-1.4155924679510965	-0.0005077503451166031	0.2638197422469245	-1.1710302412035138	-0.938218146018919	-0.3952965090572288	-0.46640174404011264	-0.2087472627208417	0.28926874289871385	-0.893017825629082	-0.010371951981465507	-0.5212553210081503	0.19633401333797376	0.4882990484235622	-0.06094357114291477	-0.7226813497154666	-1.3652521353897629	1.2885778730240847	-0.48121898146359726	0.3425208265544704	-0.11613393282779952	0.37003481875200167	0.0058614552456731145	0.25604068807205294	-0.39354133946427633	-0.5810163682291547	-0.3249367113699268	0.6432461755684513	-0.9886385750465028	-2.5415909412354445	0.032209641881235256	-0.10011577040007424	-0.5244416238767261	0.879763863052931	-0.9531389885116814	-0.6428112109019574	-0.5358636055403035	-0.05944760055474561	-0.8502097952106691	0.2798122378846133	0.0211552327754051	0.9862840010412607	0.3005805607231177	0.6664784330938	1.0164992836897686	-1.207913927501362
30958|tRNA|30958|peak_298|30958|60|105	-0.38466115757325164	0.3236608083009335	-0.06873247367396178	0.22781384178848818	-0.2500761957031451	-0.20184537735289523	0.8640664356615438	-0.542199661035173	-0.5502697109221578	1.2309047694336686	0.21600698853733521	-1.8676133213273236	-0.6124518413700657	-0.8749778420955783	0.5631319587566035	1.9117043299979304	0.10425160103939088	0.1963204970182107	-0.18222015556378343	-1.8760577447054618	-0.27105759252837625	1.5570635903943217	-0.9303838451465826	-0.6359888376343061	0.6241506121016983	2.8270412932743394	1.4277529439679477	-0.4577645294818584	0.7988965544883421	-0.7655698246778299	-0.9493662428585458	0.5247460144629613	-0.1903875315446938	0.22127042439366645	0.3133457093563245	-0.08676983801792137	-1.3658234271697423	-0.27197543712515776	2.7607587554192254	-0.8246601935204785	-0.08556202561849173	0.26666479844589214	0.7496988600431091	-0.2541927133596199	-0.15857363421295043	-0.048697639422489856	-0.4182935193332123	0.853966400688832	-0.6042963862203948	-0.518242839229092	0.5963043214360798	-0.6545704070725427	0.4833938937744049	0.2541638344625275	0.2844738563307811	-0.04121270934387104	0.15252393785202284	1.5945780932906082	0.005926360798028246	-0.59050642808913	0.2921204573741641	-1.1501804459023879	-0.5645957751919286	0.0771435102392271	0.4766149738241257	1.4021812272398666	-0.4948678444516169	-1.1128090638823243	-0.2744503062685557	-0.8340423958869196	3.0714318812649535	0.4543078200155056	1.6403534651519336	2.876276330595631	-0.05034892467867934	-1.5895429730299513	-0.3257624041727366	1.2412421373684603	-0.42411553477651653	-0.005926360798030264	0.02329109506606637	0.24745029809401586	0.41155935028904406	0.3562384494939134	0.7639095718208486	0.5654966234963059
ENSG00000275616.1|snRNA|U2|peak_1503|ENST00000616345.1|0|120	-0.5873554409222408	-0.4531194337039232	-0.36853704533755594	-0.1846550908787873	0.14634251821922337	-1.4718600180568107	-0.23350434651425328	-1.4689775188671463	0.4503351458958277	0.31276398416678386	-0.47050418937548905	-1.5957559689265437	-0.25274608506634216	0.5849681077230978	0.28159131924962355	1.759693299503455	0.5839757980702306	0.17777156849679662	-0.081929002881267	-1.6111181226065328	0.04514512144031543	0.3826372364222269	-1.189061297597965	-0.02726839814027725	0.15182254149975993	4.675509900225613	0.6469980137026954	0.4744634746259616	3.81718664362354	0.009830747133209057	-0.41499253722839596	1.295255457554968	-0.3966139428863566	-0.9164376567964403	-0.24713236925142654	-0.6657580515913267	0.06798890628508766	0.9481247187033032	4.052169226638438	-0.6866415418776844	-1.2533411672895662	-1.0428779239722314	0.45941676955841343	2.990208142289047	0.04422307280635991	-0.05830607166630195	-1.4598819848551043	1.943641174240511	0.7740375447784864	-0.18704211551673397	0.04260711705191466	-1.8098081804239048	0.44694469507285683	0.38550505214938946	-1.1722440513825183	-0.40066192953383417	0.13350583048933198	1.3042535476339934	-0.14072423978863163	-0.6154828208962786	0.47892001732687833	3.4957096285683593	-0.29751711143480747	-0.009830747133209057	2.3802702546930115	0.4336045904754656	-0.7325850106858297	0.11016629156165969	2.095454581936858	-0.47316041790349883	3.231770164561643	-0.28867712666924483	1.643130756342171	4.401424480206411	-1.0460173178025705	-1.958155865833025	-0.4618003875198733	2.061988728352976	-0.06252031599609097	0.7294458680562544	-1.09110270577946	-1.0925690938849766	0.04229057841238684	-0.19422046394280465	-0.7701572887737755	0.5436981798623751
chr1_161465460_161465500_+|genomic|chr1_161465460_161465500_+|peak_2019|chr1|161465460|161465500	0.5096483471494304	0.40122460973327256	-0.029440840207764087	0.4024345896198666	0.09546330983464599	0.994214116034517	0.43739654096157016	0.41469699162775353	0.6504966688062657	-0.13818822154452323	0.5769473829424179	0.12395408829802189	0.5545161765718285	0.23591038246995558	-0.05010440645736158	0.23044386946142198	0.04686756845752485	0.5747684036292425	-0.4305565370099328	-0.14155595435467247	-0.20511328636420342	-1.458313331747942	0.3899779614558012	-0.1586073988052861	-1.0453681286705119	-0.9584416667276254	-0.15877723375411776	0.6256560136371629	0.5316300767536377	0.04208564627993632	0.12097825391223364	0.16703792938676482	0.2747859234905249	0.232765619408626	0.2678263971739538	0.34490206552735414	-1.6937970696907825	0.44010816036428674	-1.7459851786990492	0.0178581855273899	-1.178788827701408	-0.10407825212275504	-0.2700641875192319	-0.20364310695659052	-0.0664394105247873	-0.46344972111517935	0.23351683776747278	-1.073941156714392	-1.0898510021219696	0.15722078946865747	-0.7737009376649017	-1.0256049760970163	0.5547053861962044	-0.4668910680910417	0.3914418964835896	-0.9890402892102264	-0.16909237394262064	-1.0989264506823195	0.45166118528046234	0.5053090477213155	0.49757168279869846	1.1184839327904321	-0.7137722939357901	-0.48429428368050553	-0.8419598622107363	-2.0991283714307243	-1.2945817451751445	0.7447760605940832	-1.3381005636524106	-0.6745118572461866	-2.3561929837424302	-0.8638020761617474	-0.4990558375492962	0.7888185771204692	0.3302028342468408	0.3034280999417007	0.47081296611414597	0.04503932482926819	-0.37201675527608824	0.29491545996276197	-0.01785818552738849	1.005366356572342	-0.6352761455890986	-0.3303721128221558	-1.0902182986739604	-0.21703033647491143
chr10_50069740_50069760_+|genomic|chr10_50069740_50069760_+|peak_2194|chr10|50069740|50069760	-0.033241458332621744	0.28128374449115523	-0.7287006989047976	0.33930844538411964	-0.17394428270261203	-1.0387454730640318	-0.6672865517117804	-1.0038940125932656	0.5020267266649261	-0.8804007493974088	-0.4881420036011295	0.3505015120057902	-0.04804236533489833	0.9841851751395705	-0.19413626733858433	-0.31311282163841697	0.31346590303198335	-0.20405709103463165	0.6417716849125457	-1.218785793669264	0.8195658323245196	0.3324978700598958	0.5567984916570685	-0.4324270344813487	-1.002223817664398	0.934233867310749	0.1517524280219689	0.4759778017196521	-0.6057488406823373	-0.6811050410404885	-0.5357877112748028	-0.7267793901320411	-0.035697128045249785	-0.9295241678032127	0.11818491622048825	-0.08170468554289426	0.946853080017265	0.11266399742656481	0.6143014224335321	0.479355231250319	-0.16384236809555455	-0.8074427985257652	0.03288708540648805	0.7588749543797915	-0.7211273472387449	0.4019583131874446	-0.7856237413672398	1.544886484725	0.6740021537950464	0.7426228127662972	-0.4262359513572952	-0.9690555977297006	-0.4998511712628538	0.30889191960667683	0.1878823621454982	0.21032316021127917	0.5760350204031235	-0.5103771396493002	-0.2723361268605014	-0.9308199819362617	-0.5989276981185058	-0.6792083129966201	0.4543263213673357	0.024692001305865404	1.4376826471619202	0.5170692676316805	0.5584491601908067	-0.33023540836327764	0.9723467705088136	0.12676152898353304	-1.6625598151660999	0.326936645121071	0.4116711813908723	1.5188879911294408	-0.05676861811131663	-0.1629543499757079	0.38189764109350766	-0.36465541042414745	-0.22304026294748178	0.09842107904981809	-0.9311290014634512	0.017484849100878885	-0.017484849100878885	-1.0214812507396003	0.5593801433063517	0.7383252151226894
chr13_44917920_44917980_-|genomic|chr13_44917920_44917980_-|peak_2642|chr13|44917920|44917980	-1.5534265177384805	0.08681283811743636	-1.345779869577696	-0.27727250879839355	-0.5192358245503692	-0.4536417676339944	0.5729533344447335	-0.6249608423914255	0.033309309232352896	1.3787703109551046	-0.26766976749274624	0.3219351044007531	-0.7077289557657587	-0.20893502075984768	-0.0027114936218945265	2.040104467391944	-0.32997892563509246	0.7263044939343292	-0.38166616547186355	-0.004645053033809441	-0.3931879974116931	0.5758902940025408	-0.3184038103959338	-0.32832801073858586	0.4908826978210208	2.2245323840635973	1.4204942836762435	0.23323003306753778	2.2374536750173606	0.4752508390313112	0.6274039840895541	0.9322499795846613	0.16753674307893385	0.2203472031866685	0.6453860527570452	-0.35504771764836307	-0.7695012694625306	0.6837213898029086	0.7566330037106722	-0.3932517332199115	-1.1317559557335142	1.4682201580095489	0.7156408139096323	-0.40808299491435973	0.20322211811099108	0.35670059927462155	-0.7440963554479967	0.20154330348782196	0.5971310963417172	-0.22184489290626475	-0.5679672308984262	-0.7861935349077831	1.0401337425449588	0.5232663302618312	-0.19131031660780012	-1.5512738681858225	-0.20688979446785505	2.4999232986289863	1.0061666332267218	1.626986953635377	0.2086629610136665	0.0027114936218997944	-2.3129709784342563	-0.16856555050313338	-1.569573482019109	-1.248765321219131	-0.9018507758563867	0.22254308584932136	-0.0031254828006800307	-0.6640755136400235	0.35540408395295703	0.23739149221366468	0.49347780129514707	1.4235027093071635	-0.0785219131636662	-1.9136251073688353	-0.22768442683298576	2.80314147750517	-0.967114927982492	0.17016137631040537	-0.4304309295444317	0.028731091244083466	-0.8331680307023116	1.0804024784941832	-1.3145233548553612	-0.1118404786439799
