	Sample_N1	Sample_N7	Sample_N13	Sample_N19	Sample_N25	Sample_N31	Sample_N37	Sample_N43	Sample_N2	Sample_N8	Sample_N14	Sample_N20	Sample_N26	Sample_N32	Sample_N38	Sample_N44	Sample_N3	Sample_N9	Sample_N15	Sample_N21	Sample_N27	Sample_N33	Sample_N39	Sample_N45	Sample_PC1	Sample_PC7	Sample_PC13	Sample_PC18	Sample_PC21	Sample_PC27	Sample_PC31	Sample_PC36	Sample_N4	Sample_N10	Sample_N16	Sample_N22	Sample_N28	Sample_N34	Sample_N40	Sample_N46	Sample_PC2	Sample_PC8	Sample_PC14	Sample_PC19	Sample_PC22	Sample_PC28	Sample_PC32	Sample_N5	Sample_N11	Sample_N17	Sample_N23	Sample_N29	Sample_N35	Sample_N41	Sample_N47	Sample_PC3	Sample_PC9	Sample_PC15	Sample_PC20	Sample_PC23	Sample_PC29	Sample_PC33	Sample_N6	Sample_N12	Sample_N18	Sample_N24	Sample_N30	Sample_N36	Sample_N42	Sample_N48	Sample_PC4	Sample_PC10	Sample_PC16	Sample_PC24	Sample_PC30	Sample_PC34	Sample_N50	Sample_PC5	Sample_PC11	Sample_PC17	Sample_PC25	Sample_PC35	Sample_N49	Sample_PC6	Sample_PC12	Sample_PC26
hsa-miR-124-3p|miRNA|hsa-miR-124-3p|hsa-miR-124-3p|hsa-miR-124-3p|0|22	-1.2282917592341256	-0.6800600053350317	-0.9741842148731141	-0.17634830970375817	-0.3619364885208365	-1.7939962309786863	-1.143901456282867	-1.2707899389909745	-1.1848709256958863	0.020565934069889054	-0.10365421511296576	-1.205902069109617	-0.3576480980638667	-0.920868101341153	0.5126012451710623	-0.8747888957745485	-0.19600436225608445	0.2222685182627883	-0.18753676408225659	-0.973440072145634	-0.2234279007881545	0.37807343162894175	-0.5236508867861408	-0.27952211832253215	1.182492159215656	0.3603047768762289	0.9887923592468035	-0.12213267885049471	-0.286933135788384	-0.07728295462138299	-0.513388287209791	1.536313697405247	-0.8602704842479921	-0.06352530478953607	-0.8285240216829372	-0.7612997108456846	1.041711666212937	-1.3907312972683517	1.6942696756605904	0.16217277071906055	0.7696450391979626	-0.6479573941467114	0.4824314527314015	0.10377769003446687	0.19912559365709595	1.601280874550997	0.18394067851071888	0.8330334562775261	0.6344412341972514	0.1698040648509478	0.22763451375655328	-0.12378670973007011	0.015784014194580524	0.5508823099760025	-0.2857093232100999	-0.22307078228389776	0.693196737229883	0.6220355664857822	-0.025286244289744894	-0.7457728372444157	0.5487906936794951	-1.2974710555671358	0.37220334129180754	0.11491137551195943	0.9842646760585154	1.2630064802492709	0.33905206774938806	-0.6870229340164409	0.7014294364201801	-0.25628157933555296	1.4826924951936704	-0.4065243783029152	1.004917619087345	1.427820826380818	0.0560695158138061	0.4632288936541247	-0.19281715478838232	-0.4395999501260553	0.3330083319145712	0.14948992127153438	0.9576491457022134	-1.1205255551193396	0.19863380495929395	-0.015784014194574876	0.46074736111256825	1.893295490808693
hsa-miR-192-5p|miRNA|hsa-miR-192-5p|hsa-miR-192-5p|hsa-miR-192-5p|0|21	-0.6466270697027338	-0.4644513888684491	0.4501185789759829	-0.03643755684205823	-0.19509134145639342	-0.564103163870468	-1.2224491385378395	-0.7849352399863124	0.920434775693593	-0.7790568454117041	-0.1799928727560163	-0.055918299315510414	-0.24346959981320415	0.07400123514253659	-0.4365297948864591	-0.5720790684118015	-0.6058511180157021	-0.9080954160409619	0.0209638819609846	-0.003880674037537022	-0.5150486094579046	-0.6689005975026315	0.08032985072080054	1.7967476070950938	-0.5548428089510965	-0.4443551353898146	0.29543408211427524	-0.5880747899067179	1.8826795654846238	2.9989702672876457	-0.8416474739849884	-1.2505670085954315	-0.31279909407171225	0.13280941217749023	-0.07515617058451442	0.21427802544069952	-0.47089790396558023	0.3240644050178537	0.38710570933706484	0.6925778186169663	0.9815039381589186	-0.9651598997175185	0.3197569956369269	2.728827872013055	1.9908201289764018	0.6876177387145465	-0.861424924586726	0.8993524509660558	-0.08864353744764583	0.2818867802961756	0.4024919625095538	-0.7057776417555196	-1.5544555259752888	-0.09117467227700383	0.7970469261194059	2.143038213052665	-0.1365479038203492	-0.4172954518364865	-1.0862494105794906	0.07664284699959943	-0.14757872886144577	0.5764865583119418	0.8163335849329191	0.22422352948108612	0.4930271578196904	0.9880075173638732	-0.47318195464526774	0.32453224245092277	3.004341318523209	0.5889324854426716	-2.048867453478796	0.23223184386792348	-0.26029275880167374	-1.9712810764764994	-1.2506363931610158	0.5148949355326411	0.0038806740375385918	-1.0849522658316115	0.06903270005143622	0.37024694095248695	1.0032758982517176	-0.8936761983318844	0.1149116773024642	0.06348270505801117	0.13933767364702176	2.0980129078792937
hsa-miR-22-5p|miRNA|hsa-miR-22-5p|hsa-miR-22-5p|hsa-miR-22-5p|0|22	-1.2288598256994192	-0.7636293001410156	-1.0690689237369542	-0.6621525633786788	-0.3334572285692963	-2.9335795004319585	-1.8720730396617093	-1.414187807093994	-0.4596911248731031	-0.9627149764205708	-0.4539050969940912	0.11707464473618936	-0.04846486503992353	-0.002972574588054303	0.07384769297993957	-1.4427525510775594	-0.5037466640541406	-0.7706486190750566	-0.1488939983861076	0.030807584759479836	-0.31802572077535174	0.020079688572587014	-0.5631781283435358	-0.5259129619570331	1.3641465605558278	0.40743842175055583	1.2607951945971698	0.6466485803159457	-0.008681688007424079	1.2708869558974123	0.18149700618343417	0.9601416922031112	-0.12356311696618569	-0.42724669373820645	-0.8007201620572206	-0.679072345396268	0.21109328224645085	-0.9630270756778024	0.1602671320552457	0.03280037862688647	1.6718249980462496	-0.36623270084492365	-0.0076242063513841185	-0.41369932972340034	0.1515479883810694	0.9491983437427401	0.5798916599775044	0.28243384442167135	0.5534727502957624	0.13299234688559158	0.592513605239348	-0.18098857179468203	0.5473389797190423	-0.32131825652526674	-0.4483710060099724	0.9862801607933247	0.4745174565998208	0.880232497833193	0.01890477148942409	-0.15856833371687012	1.0321048703978641	-0.5169750977708474	-0.15991961954791903	0.11135618823615716	1.5450103034007752	0.665974300752481	0.0029725745880480273	-0.12121799223248503	0.36359297835127474	-0.15632937029806424	0.4549831033985153	0.03163933777807323	0.7835235242548229	1.6708349191648248	-0.3965389341897731	0.5250045892294787	-0.7723614699949969	-1.351749744945269	1.1555546867882995	0.21057167899824653	0.9154506466306676	-1.2041397268905292	-0.2571979728214839	-0.5575966859057644	0.5908580345703759	1.8263059539762498
hsa-miR-370-3p|miRNA|hsa-miR-370-3p|hsa-miR-370-3p|hsa-miR-370-3p|0|22	-0.979460857979284	-0.31768039628706707	-0.3606160602904005	0.2803101999688053	-0.2731784849183749	-0.7077106817904913	-0.04605010442956839	-0.470306812851514	-0.386544194858791	2.101679653146277	-0.04516242182354225	-0.63380888908157	-0.10988353415091907	-0.44559022999084164	0.648126141572876	1.5696400175014222	-0.20108843846821023	0.9718638584974645	-0.07540099431049085	-0.8294545052037973	-0.5313981347781731	0.9030658735258547	-0.31075153950843615	0.31102864659834406	0.8074175637974111	0.40707955542275265	0.8016948146205813	-0.279607966813082	0.6339681011092919	-0.173445077686448	-0.3740241582440974	0.9173438825401918	-0.1262320145747957	0.7562821202126295	-0.3779856261817928	-0.01509955359310787	0.4840406178027961	-0.333846187455961	2.952589812818804	-0.0051781417002574525	0.0051781417002555764	-0.6791227819291574	0.6300559481697425	-0.35476829983858793	0.38498646736280734	0.6568043523162814	-0.5096305578486053	0.5217881830259288	1.1007847308079042	-0.05861473038380273	0.1712879458659646	-0.8066297963935877	0.21059813206930783	0.6409140100845467	-0.35387918279015873	-0.5897730885958652	-0.22785366481938257	1.3053557586911302	-0.584529347382	-0.25283115231902054	0.16587354687883712	-0.9857465798610702	0.07604879594991294	0.3197187882152552	1.095624111145902	1.189302920525743	-0.6318581849579109	-0.2986417258750059	0.8655352658874382	0.4003347662628159	2.528451885729929	-0.24111870483638997	1.7250768832197667	1.2698524424937034	-0.35307001682634176	-0.3601834722374533	-0.009715856668859194	1.5239690737886733	0.3535361127993232	0.582771717686692	0.49997445754239456	-0.7311068226340987	0.2765531364795412	0.5705305125502027	0.9525556400400235	1.6792150446673653
26990|tRNA|26990|peak_223|26990|0|60	0.6509847721208254	0.41452486450610465	-0.04166512003152934	-0.882819313990756	-0.08594847954436108	0.6762022421184543	0.4754243875086083	0.5247599267739027	0.5642672013274989	0.25186480913254095	0.22021326089449747	0.32189362916728637	-0.40001280600219696	0.43332954693953524	0.08558830861867511	0.570679583090969	0.05464293328687967	0.07727201885048425	0.003914030471827019	0.7932138061411204	-0.3036756508945474	-0.671779902934655	0.4813082319816048	-0.06661939200367888	-1.161329284199512	-0.4875630251089844	-0.5411255339527546	0.5286679916224709	-0.10587918158665029	0.6233921433424303	0.6576540438014344	-0.11293079542988059	0.4734465941559068	-0.06521985295305151	1.0709911311214708	-0.23645822146508083	-1.1559203279265229	0.28970858924429804	-2.8278239348259584	0.10597774173602958	-0.9360226481779155	0.2038288877544989	-0.18396207604981218	0.5597712073285437	-0.6668529789909979	-2.0230436261600517	0.4839260044804258	-0.6048129360993025	-0.15697669532788142	-0.5176538879930676	-1.1159996386926345	1.0783798330124117	0.6800210065906788	-0.3602206944486695	0.4705581001562972	-1.305163429472318	-0.11608992981374353	-0.0683508039886987	0.09833827366440938	0.7189223655086778	0.434283880161787	0.9208243204362294	-0.6461238760433095	0.07904623592787519	-2.2958204069646486	-3.058012753756672	0.4934738383404919	0.4472952096797635	-1.7474754948256763	-0.41121162756049007	-3.7692676342295535	-0.1685762702901736	-1.1376512704123227	-0.003914030471831552	0.13346302626237755	-0.2359934026867728	0.12105826330024232	0.2287650974893209	-0.6552826767382007	0.35663918553680074	-0.7693482453453631	1.3305602937959216	-0.3540757420108876	0.4212644451879021	-1.537256514356677	-2.1954898835115317
35944|tRNA|35944|peak_382|35944|0|40	-1.036171175637634	-0.3150353686422799	-0.6139744483790627	-0.08718304465083264	-0.1301674925548161	-0.9821304028627373	-0.4278151016133042	-0.005228985127893801	0.3533814681916686	0.4045266575235464	-0.1559079921022412	0.26632316346341217	-0.7717627215245257	-0.34340823141880084	0.37106745095962335	1.944459502078169	0.0994450445571514	0.6701532764957299	-0.03490187291670124	-1.62896446833412	0.1309144050058207	0.5927101754373002	0.07859456671366162	-0.09017165267851489	-0.1832544393235421	1.0892284331206488	-0.36973353795327973	-1.5230916853444139	1.2754482556748543	0.4794909299076715	1.218771572859617	0.10600770158967253	0.3784949102713013	-0.20016121455714417	1.3592443897866313	-0.7627133419228016	-1.3288469842404858	1.0332512017047333	-0.5057329429584531	-0.07792698007341486	-0.9002440436526	0.27497587589718264	0.6120163902321011	-0.2005145892851846	-0.9952941916071542	0.07700965235399253	0.7342853872673574	0.012052130128883825	-0.30600913905598714	-0.8278041964086599	-0.28632806486242524	-0.5931897377626577	1.4475804360216076	0.7141337680473905	0.38982872731580637	-2.0631410585901437	0.24488406582439323	1.225848923391313	0.5241816767277598	0.3319605519394907	0.18495041622493058	0.676381649426664	-1.156642582614627	-0.21138173685122855	-1.1881011851583807	-1.672648173700988	-0.46567631078973315	-0.19097018825669435	-1.1780277945027804	-2.191338625190616	-2.2014393066617344	0.4928382236359633	-0.1706261498090917	0.9676444341371122	0.17220813191158438	-0.8273321494699619	0.1932571156334706	1.8765612693932268	0.03483595944525594	0.5559593814060765	-0.512087152075332	0.9820962687736324	0.6712239943435999	1.2730835819251165	-1.6103261254781083	0.005228985127893801
ENSG00000222726.1|snRNA|RNU2-7P|peak_833|ENST00000410794.1|60|120	-0.02284661631232955	0.20594541815944098	-0.02506664724668298	-0.23372889297942126	-0.3356078164719832	-1.9542338446321978	-0.7987065880552321	-1.310930875617784	0.6057611317981569	0.19407114712847995	-0.46409664352359414	-1.3390585199040943	-1.620182261963612	0.39306141075493617	-0.2839129377894281	0.571346425794881	-0.010349732848853167	0.1171047341387085	-0.45241931964872734	-1.3346089543668858	0.051427683673794515	1.313749839741086	-0.2157306421908282	-0.4545481420911626	0.08648670896538048	3.3295217172128377	0.9357755493405491	0.5539710338506594	3.451911038386265	-0.326195837198314	0.11126671941073032	1.212779054757182	-0.48924240212434	-0.6542612360775842	-0.9893058067914176	-0.26498604777678963	0.22304711292496027	0.20566837237086108	2.8944492929015175	-0.2242468128725348	-1.2280881173974003	-0.6759515727980214	-0.05778940877644066	2.2704518126672006	0.1503404947361272	0.7968715075832044	-1.1597042303534695	1.2142528768889154	0.6386259245094184	0.2117349314470743	0.01034973284885485	-1.9130340717107432	-0.5562127748236908	0.1393603315376823	0.11199897030664327	-0.38510662895767406	0.15545232511159338	1.2144255400432629	-0.3363698166074228	-0.860562978291746	0.2673397357548372	2.8062917980542337	-0.339399808610632	-0.05699773430635315	1.7387969291320324	0.2652455616370279	-0.5544746016112029	-0.6788726856692909	2.3762275499609795	0.27571929975951365	2.5022625091181276	-0.11498043401327265	1.4450940957215128	3.121636983181018	-0.543077347263499	-1.4504688167039053	-0.4267834490041523	1.2300809096735634	0.031244530729745874	0.22659667467421074	-0.7756469109584002	-1.18091428732127	-0.6412029066763368	0.028998500535725946	-0.47729828132006713	0.9523007383439395
chr10_6626060_6626100_+|genomic|chr10_6626060_6626100_+|peak_2157|chr10|6626060|6626100	0.017828039219529447	0.3437164515854661	-0.25868915306092183	0.503360643885361	-0.8988223275514701	-0.6860946871693737	0.3042444921771756	0.39983401902453497	-0.5883731749305582	0.7156836059125451	0.03723624977980236	-1.5792459735174709	-0.4489598657279329	-0.80984623113953	0.43065636927216994	-0.1636807843702687	0.5019682130032372	0.816420838202769	-0.10486070151121478	-1.427401083261195	-0.37660652822251256	0.7700129920367598	-0.4614569150136882	0.2918043798539819	1.2064056215441281	-0.2985276587397231	0.9485932849649499	-0.5538859045751983	-0.2382405250742561	-0.02568411844791242	0.20039794033786254	0.4495264329771331	-0.7645719031978662	-0.017828039219529447	-1.1111878923443894	-0.07966118914669632	1.1518541736401215	-0.9484176620394487	2.1115214553560167	0.5824876932835241	0.9696152358306934	-0.7959409450798037	0.9582236406730879	0.09984327238132945	0.05626666493417227	1.5177348871387244	-0.7716791450975102	0.9489497202546577	-0.09791844383020179	0.066038652246849	0.28137435279435963	-0.48801114062400797	-0.9277568956969129	0.09785016438230827	0.11202392697800667	-0.08051693535410677	-1.003860223767666	0.416197148329699	-1.2480844034859249	-0.43803070458529103	-0.40433460864170545	-2.0868999232951078	0.7669267445183192	0.6027747550766894	0.8640866189973111	2.482839908198591	-0.42073629272797514	-0.37621465475531246	0.6137555398938326	-0.11084680064470284	1.7810159259049272	0.8412401005454595	1.7055491857774758	0.3799270790793538	-0.3791409169403475	-0.2303864031933568	-0.07948171634095501	-0.7560480794334073	0.49277067553807097	-0.46611543754804924	-0.3885538032267002	-0.9094686579171298	0.5160332203668211	-0.7639539771368765	0.5502120562880585	2.0059784024317486
chr17_83095560_83095620_-|genomic|chr17_83095560_83095620_-|peak_3215|chr17|83095560|83095620	-0.3550384636288498	0.026130601140639986	-0.68605136496069	0.07763398336852725	-0.3081484126568829	-0.5014330005009939	-0.12914318319092027	-0.731598717482747	-0.5494012938796246	0.8836667937240229	-0.43317737031775666	-0.6786992101888998	-0.5293971537517529	-0.614534366464737	0.14310960841842732	-0.24969166218017283	-0.10595463008189576	0.4736304148684897	-0.2263315552106647	-0.6676174522857476	0.014959062829875303	0.44241125765425904	-0.22482445728905023	0.3632074811006191	0.7736663804337656	1.4876984696409732	0.9113506396933065	0.1954365034830335	0.731381598989942	-1.0148562845285265	-0.66109438953011	0.575543417056745	-0.4260268199125664	-0.08562383076621291	-1.2103831141323285	0.18944340342551358	0.7114280116190317	-0.32891071048506487	2.2316779369938344	-0.04998549068997215	-0.36040386640670086	-0.7454391512388329	0.09132477469922662	-0.31617660801266834	0.4512145775352607	1.2010440275021281	-0.09555312787470178	1.1088369280213783	0.537331113222992	-0.20825397716951455	0.6000281285848044	-0.48810286179014084	0.4439002429952184	0.7524779507460769	-0.30151522024856525	-0.014959062829875303	0.6335876417289605	1.5770614132555754	-0.018343607071528743	-0.16626630995927155	-0.5327608747756868	-1.5244799231439137	-0.8790790120432097	0.4049852671712692	1.4635996227796322	0.7682299996206782	-0.5294322932681429	-0.5534941780508269	0.9520273096529377	0.3372563159643261	2.4842773856510334	0.2083818812467399	0.9708569418039288	2.181032172649114	-0.1192679846570201	-1.2845259763319814	-0.7767559980267791	1.084163656618922	0.05339228010521092	0.5953240855996194	0.26315258954907794	-0.32912720176655835	-0.3313738519343917	0.04851817326669601	0.25663764747367923	1.5501151006861689
chr5_125160700_125160740_-|genomic|chr5_125160700_125160740_-|peak_4487|chr5|125160700|125160740	-0.465956150603768	0.38870355058016576	-0.8605912495010261	0.18753367696858997	0.243006995510725	0.5672420568746981	-1.143631766969784	0.4794987518865143	0.9035688562395371	0.6624915951708356	1.1069093957270184	0.7536496744760258	2.250006555425927	1.0145152521559533	2.1827309961636305	0.6894741390241422	0.662018543500663	0.06864694192931114	-0.1906007106869691	0.8466358468193603	-0.36977561378460705	1.566601605430096	0.38417774968683177	0.1533777961844276	0.08710161873289458	-0.4799532906274786	0.568406735306092	0.5290212688778709	0.6927545019295362	-0.11436425483874867	0.2214611196056736	-1.0957477394970594	-0.30253194754304125	0.013390334154607695	0.18270639511060494	-0.3548738472104183	-0.057154125866539326	0.9251591054825511	0.7095482903064091	0.01980985865023066	-0.07569076223067309	-0.24213499280037518	0.5185898061893377	-0.4038963931975374	0.5146030867694568	0.36202513951274906	-0.46315228460685565	-1.0455722285695241	-1.39053377383856	0.40460240851305296	0.08365736902460749	-0.8740037924876763	0.43155443107645397	-2.348243746527323	0.14914830677397797	-1.0099867207737339	-0.5840028060355381	-0.32619982312137413	-0.099257198754925	-0.5462186248148257	-1.979221227491366	-1.315481073257488	-0.18072836622354307	-0.007042255860901145	0.3473564007642079	0.19693399006714848	0.0012206049067672287	0.06604633463059126	0.4428945792685027	-0.766395327215429	-1.645018161038926	-0.37605157217209645	-0.0012206049067667723	-0.9510031503207672	-1.8216880295787257	-0.20503030840842387	-0.4506843815939461	-1.5661209626176038	-1.9860313018651268	-0.7685614194599656	-1.7649749639833232	-0.7383823823175664	0.6772559585643694	-0.20558885490638756	1.0067620426428399	-1.5026701514078515
